close,day,high,low,open,volume
99.980,1990-12-19,99.980,95.790,96.050,126000
104.390,1990-12-20,104.390,99.980,104.300,19700
109.130,1990-12-21,109.130,103.730,109.070,2800
114.550,1990-12-24,114.550,109.130,113.570,3200
120.250,1990-12-25,120.250,114.550,120.090,1500
125.270,1990-12-26,125.270,120.250,125.270,10000
125.280,1990-12-27,125.280,125.270,125.270,6600
126.450,1990-12-28,126.450,125.280,126.390,10800
127.610,1990-12-31,127.610,126.480,126.560,7800
128.840,1991-01-02,128.840,127.610,127.610,9100
130.140,1991-01-03,130.140,128.840,128.840,14100
131.440,1991-01-04,131.440,130.140,131.270,42000
132.060,1991-01-07,132.060,131.450,131.990,21700
132.680,1991-01-08,132.680,132.060,132.620,292600
133.340,1991-01-09,133.340,132.680,133.300,560300
133.970,1991-01-10,133.970,133.340,133.930,999000
134.600,1991-01-11,134.610,134.510,134.610,1332700
134.670,1991-01-14,135.190,134.110,134.110,1253000
134.740,1991-01-15,134.740,134.190,134.210,144600
134.240,1991-01-16,134.740,134.140,134.190,50900
134.250,1991-01-17,134.250,133.650,133.670,65800
134.240,1991-01-18,134.250,133.670,133.700,300400
134.240,1991-01-21,134.240,133.660,133.700,205100
133.720,1991-01-22,134.240,133.660,133.720,35400
133.170,1991-01-23,133.720,133.140,133.170,109500
132.610,1991-01-24,133.170,132.570,132.610,185700
132.050,1991-01-25,132.070,132.030,132.050,344700
131.460,1991-01-28,131.550,131.460,131.460,510700
130.950,1991-01-29,130.970,130.950,130.950,138700
130.440,1991-01-30,130.950,130.410,130.440,52700
129.970,1991-01-31,130.460,129.930,129.930,51000
129.510,1991-02-01,129.970,129.450,129.500,34500
129.050,1991-02-04,129.580,129.050,129.050,55300
128.580,1991-02-05,128.580,128.530,128.560,856200
129.140,1991-02-06,129.150,128.060,129.130,664100
129.790,1991-02-07,129.790,129.140,129.740,213300
130.380,1991-02-08,130.390,129.790,130.360,123400
130.970,1991-02-11,130.970,130.390,130.920,931700
131.350,1991-02-12,131.560,130.970,131.540,377400
131.920,1991-02-13,131.930,131.350,131.930,115200
132.530,1991-02-14,132.530,132.300,132.530,362400
133.130,1991-02-19,133.140,133.080,133.120,174800
133.670,1991-02-20,133.670,133.130,133.630,87600
134.280,1991-02-21,134.280,133.670,134.240,322000
134.870,1991-02-22,134.870,134.280,134.850,342700
134.400,1991-02-25,134.870,134.330,134.370,81000
133.930,1991-02-26,134.440,133.900,133.900,109400
133.470,1991-02-27,133.980,133.440,133.440,21400
133.010,1991-02-28,133.520,132.980,132.990,225800
132.530,1991-03-01,132.530,132.470,132.530,712400
131.990,1991-03-04,132.090,131.980,132.090,251800
131.460,1991-03-05,131.990,131.410,131.420,98200
130.940,1991-03-06,130.950,130.890,130.890,71900
130.410,1991-03-07,130.940,130.410,130.410,56800
129.890,1991-03-08,130.410,129.840,129.840,93300
129.310,1991-03-11,129.890,129.300,129.300,51400
128.770,1991-03-12,129.310,128.730,128.730,95700
126.150,1991-03-13,128.770,126.130,126.130,49800
125.630,1991-03-14,126.150,125.610,125.610,32600
125.170,1991-03-15,125.620,125.080,125.080,79000
124.710,1991-03-18,125.170,124.690,124.700,125000
124.220,1991-03-19,124.710,124.220,124.230,89200
123.660,1991-03-20,124.210,123.630,123.660,67800
123.120,1991-03-21,123.660,123.120,123.140,15100
122.620,1991-03-22,123.120,122.620,122.620,20700
122.120,1991-03-25,122.620,122.100,122.120,44300
121.620,1991-03-26,122.140,121.620,121.620,116400
121.120,1991-03-27,121.640,121.120,121.120,66800
120.610,1991-03-28,121.150,120.610,120.650,96100
120.190,1991-03-29,120.610,120.110,120.160,218500
120.730,1991-04-01,120.730,119.680,120.690,1199900
121.210,1991-04-02,121.290,120.730,121.210,81600
121.710,1991-04-03,121.710,121.210,121.710,206300
121.720,1991-04-04,122.200,121.240,122.200,1051700
121.540,1991-04-05,121.730,121.030,121.070,1158900
121.090,1991-04-08,121.110,121.050,121.110,186200
120.620,1991-04-09,121.100,120.600,120.600,32000
120.160,1991-04-10,120.620,120.090,120.150,46600
119.640,1991-04-11,120.160,119.620,119.640,23900
119.210,1991-04-12,119.650,119.150,119.200,39900
118.770,1991-04-15,119.220,118.720,118.730,30100
118.340,1991-04-16,118.770,118.340,118.360,10500
117.900,1991-04-17,118.340,117.890,117.920,20100
117.450,1991-04-18,117.930,117.450,117.450,17800
117.080,1991-04-19,117.500,117.050,117.080,64600
